file,entity,entity_group
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,IMDA,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,and,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,POFMA,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,POFMA Office,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,##maoffice,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,LIO,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,Ruo Yu,PER
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,Communications,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,POFMA Office,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,##maoffice,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,CHUA,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,Hian Hou,PER
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,Communications,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,POFMA Office,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,##maoffice,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,Internet Inter,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,Newspaper and Printing Press,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,Health,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,POFMA Office,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,SPH Magazines Pte. Ltd,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,HardwareZone,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,HardwareZone,ORG
Minister for Health Instructs POFMA Office to Issue General Correction Direction.pdf,HardwareZone,ORG
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,Alternate Authority,ORG
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,National Population and Talent Division,ORG
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,POFMA Office,ORG
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,##group,ORG
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,Alternate Authority,ORG
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,National Population and Talent Division,ORG
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,POFMA Office,ORG
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,Facebook,ORG
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,Ryann Smith,PER
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,Jafri Basron,PER
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,Denise Fletcher,PER
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,Sin Rak Sin Party,ORG
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,Urban Redevelopment Authority,ORG
Alternate Authority for the Minister in PMO (NPTD) Instructs POFMA Office to Issue Correction Directions....pdf,Division,ORG
POFMA Office issues warning to woman for COVID 19 falsehood.pdf,POFMA Office,ORG
POFMA Office issues warning to woman for COVID 19 falsehood.pdf,POFMA Office,ORG
POFMA Office issues warning to woman for COVID 19 falsehood.pdf,Facebook,ORG
POFMA Office issues warning to woman for COVID 19 falsehood.pdf,POFMA,ORG
POFMA Office issues warning to woman for COVID 19 falsehood.pdf,Facebook,ORG
POFMA Office issues warning to woman for COVID 19 falsehood.pdf,Facebook,ORG
POFMA Office issues warning to woman for COVID 19 falsehood.pdf,Office,ORG
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,Goh Men,PER
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,##g Sen,ORG
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,##g,PER
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,Facebook,ORG
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,Health,ORG
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,Protection from Online F,ORG
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,##s and Man,ORG
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,##ulation Act,ORG
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,POFMA ) Office,ORG
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,Goh Meng Seng,ORG
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,Goh,PER
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,POFMA Office,ORG
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,Goh Meng,PER
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,Sen,ORG
Minister for Health Instructs POFMA Office to Issue Correction Direction 3 Dec 2021.pdf,##comb,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,Home,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,Plan B,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,Spotify,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,James Raj Arokiasamy,PER
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,James Raj ”,PER
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,Spotify,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,##ify,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,James Raj,PER
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,Plan B,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,##gram,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,B,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,Spotify,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,##stagram,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,Government,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,Plan B,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,##ify,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,James Raj,PER
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,##gram,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,James,PER
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,James,PER
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,Raj,ORG
Minister for Home Affairs Instructs POFMA Office To Issue Correction Direction 13 Sep 2023.pdf,##A,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,ON,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,##INE C,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,AS,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,Communications and Information,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,The Online Citizen Asia,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,TOCA,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,Facebook,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,Twitter,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,LinkedIn,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,##FM,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,TOCA,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,Facebook,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,Twitter,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,LinkedIn,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,TOCA,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,TOCA,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,Facebook,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,Twitter,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,LinkedIn,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,POFM,ORG
The Online Citizen Asia Made a Declared Online Location Under POFMA.pdf,POFM,ORG
Minister in the PMO Instructs POFMA Office to cancel POFMA Directions 22Sep23.pdf,ACT,ORG
Minister in the PMO Instructs POFMA Office to cancel POFMA Directions 22Sep23.pdf,POFMA,ORG
Minister in the PMO Instructs POFMA Office to cancel POFMA Directions 22Sep23.pdf,EAF,ORG
Minister in the PMO Instructs POFMA Office to cancel POFMA Directions 22Sep23.pdf,EAF,ORG
Minister in the PMO Instructs POFMA Office to cancel POFMA Directions 22Sep23.pdf,EAF,ORG
Minister in the PMO Instructs POFMA Office to cancel POFMA Directions 22Sep23.pdf,EAF,ORG
Minister in the PMO Instructs POFMA Office to cancel POFMA Directions 22Sep23.pdf,Chan Ying - Kit,PER
Minister in the PMO Instructs POFMA Office to cancel POFMA Directions 22Sep23.pdf,EAF,ORG
Minister in the PMO Instructs POFMA Office to cancel POFMA Directions 22Sep23.pdf,Office,ORG
Minister in the PMO Instructs POFMA Office to cancel POFMA Directions 22Sep23.pdf,Indranee Rajah,PER
Minister in the PMO Instructs POFMA Office to cancel POFMA Directions 22Sep23.pdf,POFMA Office,ORG
Minister in the PMO Instructs POFMA Office to cancel POFMA Directions 22Sep23.pdf,"Meta Platforms, Inc",ORG
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,Kenneth Jeyaretnam,PER
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,Kenneth Jeyaretnam,PER
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,Facebook,ORG
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,LinkedIn,ORG
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,Singapore Land Authority,ORG
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,SLA,ORG
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,K Shanmugam,PER
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,Vivian Balakrishnan,PER
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,"Culture, Community and Youth",ORG
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,Law,ORG
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,Edwin Tong,PER
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,##FM,ORG
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,Kenneth Jeyaretnam,PER
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,Kenneth Jeyaretnam,PER
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,Facebook,ORG
Minister Edwin Tong Instructs POFMA Office to Issue Correction Direction   2 Aug 2023.pdf,LinkedIn,ORG
